timestamp(ms),rx1 ,rx2 ,rx3 ,rx4 ,rx5 ,rx6 ,rx7 ,rx8 ,
"1712614906.106",,"1068","1464","1464",,,,,
"1712614906.107",,,,,"1048","1420","1604","1508",
"1712614906.128","1460","1068","1464","1464",,,,,
"1712614906.129",,,,,"1048","1420","1604",,
"1712614906.13",,,,,,,,"1508",
"1712614906.15","1460","1064","1464",,,,,,
"1712614906.151",,,,"1464","1048","1420",,,
"1712614906.152",,,,,,,"1604","1508",
"1712614906.172","1460","1064",,,,,,,
"1712614906.173",,,"1464","1464","1048","1420",,,
"1712614906.174",,,,,,,"1608","1504",
"1712614906.194","1460",,,,,,,,
"1712614906.195",,"1064","1464","1464","1052",,,,
"1712614906.196",,,,,,"1416","1608","1508",
"1712614906.217","1456","1068","1460","1468",,,,,
"1712614906.218",,,,,"1048","1420","1604","1508",
"1712614906.239","1460","1068","1460",,,,,,
"1712614906.24",,,,"1464","1048","1420","1608",,
"1712614906.241",,,,,,,,"1504",
"1712614906.261","1460","1064",,,,,,,
"1712614906.262",,,"1464","1468","1048","1420",,,
"1712614906.263",,,,,,,"1604","1508",
"1712614906.283","1460","1064",,,,,,,
"1712614906.284",,,"1464","1468","1048",,,,
"1712614906.285",,,,,,"1420","1604","1508",
"1712614906.305","1460",,,,,,,,
"1712614906.306",,"1064","1464","1464",,,,,
"1712614906.307",,,,,"1048","1420","1604","1512",
"1712614906.328","1460","1068","1464","1464",,,,,
"1712614906.329",,,,,"1048","1420","1608",,
"1712614906.33",,,,,,,,"1508",
"1712614906.35","1464","1064","1464",,,,,,
"1712614906.351",,,,"1464","1048","1416",,,
"1712614906.352",,,,,,,"1608","1508",
"1712614906.372","1460","1064",,,,,,,
"1712614906.373",,,"1464","1464","1048","1420",,,
"1712614906.374",,,,,,,"1604","1508",
"1712614906.394","1460",,,,,,,,
"1712614906.395",,"1064","1464","1468","1048",,,,
"1712614906.396",,,,,,"1416","1608","1508",
"1712614906.417","1456","1068","1464","1468",,,,,
"1712614906.418",,,,,"1048","1416","1608","1508",
"1712614906.439","1456","1068","1464",,,,,,
"1712614906.44",,,,"1464","1048","1420","1604",,
"1712614906.441",,,,,,,,"1508",
"1712614906.461","1460","1064","1464",,,,,,
"1712614906.462",,,,"1464","1048","1420",,,
"1712614906.463",,,,,,,"1604","1508",
"1712614906.483","1460","1064",,,,,,,
"1712614906.484",,,"1464","1468","1048",,,,
"1712614906.485",,,,,,"1420","1604","1512",
"1712614906.505","1460",,,,,,,,
"1712614906.506",,"1064","1464","1464",,,,,
"1712614906.507",,,,,"1048","1416","1608","1508",
"1712614906.528","1456","1068","1464","1464",,,,,
"1712614906.529",,,,,"1048","1420","1604",,
"1712614906.53",,,,,,,,"1508",
"1712614906.55","1456","1068","1464",,,,,,
"1712614906.551",,,,"1464","1048","1420","1604",,
"1712614906.552",,,,,,,,"1508",
"1712614906.572","1456","1068",,,,,,,
"1712614906.573",,,"1464","1464","1048","1420",,,
"1712614906.574",,,,,,,"1604","1508",
"1712614906.594","1456",,,,,,,,
"1712614906.595",,"1068","1460","1468","1048",,,,
"1712614906.596",,,,,,"1420","1604","1508",
"1712614906.617","1460","1064","1464","1464",,,,,
"1712614906.618",,,,,"1048","1420","1604","1508",
"1712614906.639","1456","1068","1464",,,,,,
"1712614906.64",,,,"1464","1048","1420","1604",,
"1712614906.641",,,,,,,,"1508",
"1712614906.661","1460","1064","1464",,,,,,
"1712614906.662",,,,"1464","1052","1416",,,
"1712614906.663",,,,,,,"1608","1508",
"1712614906.683","1456","1068",,,,,,,
"1712614906.684",,,"1460","1468","1048",,,,
"1712614906.685",,,,,,"1416","1608","1508",
"1712614906.705","1456",,,,,,,,
"1712614906.706",,"1068","1464","1464","1048",,,,
"1712614906.707",,,,,,"1420","1608","1508",
"1712614906.728","1460","1064","1464","1464",,,,,
"1712614906.729",,,,,"1052","1416","1608",,
"1712614906.73",,,,,,,,"1508",
"1712614906.75","1460","1064","1464",,,,,,
"1712614906.751",,,,"1468","1048","1416","1608",,
"1712614906.752",,,,,,,,"1508",
"1712614906.772","1456","1068",,,,,,,
"1712614906.773",,,"1464","1464","1048","1420",,,
"1712614906.784",,,,,,,"1604","1508",
"1712614906.794","1460","1064",,,,,,,
"1712614906.795",,,"1464","1464","1052",,,,
"1712614906.796",,,,,,"1416","1608","1512",
"1712614906.816","1460",,,,,,,,
"1712614906.817",,"1064","1464","1464",,,,,
"1712614906.818",,,,,"1052","1416","1608","1508",
"1712614906.839","1464","1064","1464","1464",,,,,
"1712614906.84",,,,,"1048","1420","1604",,
"1712614906.841",,,,,,,,"1512",
"1712614906.861","1456","1068","1464",,,,,,
"1712614906.862",,,,"1464","1048","1420",,,
"1712614906.863",,,,,,,"1608","1508",
"1712614906.883","1460","1064",,,,,,,
"1712614906.884",,,"1464","1464","1052","1416",,,
"1712614906.885",,,,,,,"1608","1508",
"1712614906.905","1460",,,,,,,,
"1712614906.906",,"1064","1464","1464","1052",,,,
"1712614906.907",,,,,,"1416","1608","1508",
"1712614906.928","1460","1064","1464","1468",,,,,
"1712614906.929",,,,,"1048","1416","1608","1508",
"1712614906.95","1460","1064","1464",,,,,,
"1712614906.951",,,,"1468","1048","1416","1608",,
"1712614906.952",,,,,,,,"1508",
"1712614906.972","1460","1064","1464",,,,,,
"1712614906.973",,,,"1464","1052","1416",,,
"1712614906.974",,,,,,,"1608","1508",
"1712614906.994","1460","1064",,,,,,,
"1712614906.995",,,"1464","1464","1052",,,,
"1712614906.996",,,,,,"1416","1608","1508",
"1712614907.016","1460",,,,,,,,
"1712614907.017",,"1064","1464","1464","1052",,,,
"1712614907.018",,,,,,"1416","1608","1508",
"1712614907.039","1460","1064","1464","1468",,,,,
"1712614907.04",,,,,"1048","1420","1608","1508",
"1712614907.061","1460","1064","1464",,,,,,
"1712614907.062",,,,"1464","1052","1420","1604",,
"1712614907.063",,,,,,,,"1508",
"1712614907.083","1456","1068","1464",,,,,,
"1712614907.084",,,,"1464","1048","1420",,,
"1712614907.085",,,,,,,"1608","1504",
"1712614907.105","1460","1064",,,,,,,
"1712614907.106",,,"1464","1464","1048","1420",,,
"1712614907.107",,,,,,,"1604","1508",
"1712614907.127","1456",,,,,,,,
"1712614907.128",,"1064","1464","1464","1048",,,,
"1712614907.129",,,,,,"1420","1604","1508",
"1712614907.15","1456","1068","1464","1464",,,,,
"1712614907.151",,,,,"1048","1420","1604","1508",
"1712614907.172","1456","1068","1464",,,,,,
"1712614907.173",,,,"1464","1048","1420","1608",,
"1712614907.174",,,,,,,,"1508",
"1712614907.194","1460","1068","1460",,,,,,
"1712614907.195",,,,"1468","1048","1420",,,
"1712614907.196",,,,,,,"1608","1508",
"1712614907.216","1460","1064",,,,,,,
"1712614907.217",,,"1464","1464","1052","1416",,,
"1712614907.218",,,,,,,"1608","1508",
"1712614907.238","1460",,,,,,,,
"1712614907.239",,"1064","1464","1464","1052",,,,
"1712614907.24",,,,,,"1416","1608","1508",
"1712614907.26","1460",,,,,,,,
"1712614907.261",,"1064","1464","1468",,,,,
"1712614907.262",,,,,"1048","1416","1608","1508",
"1712614907.283","1456","1068","1464",,,,,,
"1712614907.292",,,,"1464","1048","1420","1604",,
"1712614907.293",,,,,,,,"1508",
"1712614907.305","1464","1064","1464",,,,,,
"1712614907.306",,,,"1464","1048","1420",,,
"1712614907.307",,,,,,,"1608","1504",
"1712614907.327","1460","1064",,,,,,,
"1712614907.328",,,"1464","1468","1048","1416",,,
"1712614907.329",,,,,,,"1608","1508",
"1712614907.349","1460",,,,,,,,
"1712614907.35",,"1068","1460","1468","1048",,,,
"1712614907.351",,,,,,"1420","1604","1508",
"1712614907.371","1460",,,,,,,,
"1712614907.372",,"1068","1464","1464",,,,,
"1712614907.373",,,,,"1048","1420","1604","1508",
"1712614907.394","1460","1068","1460","1468",,,,,
"1712614907.395",,,,,"1048","1416","1608",,
"1712614907.396",,,,,,,,"1508",
"1712614907.416","1460","1064","1464",,,,,,
"1712614907.417",,,,"1468","1048","1416",,,
"1712614907.418",,,,,,,"1608","1508",
"1712614907.438","1460","1064",,,,,,,
"1712614907.439",,,"1464","1464","1052","1416",,,
"1712614907.44",,,,,,,"1608","1508",
"1712614907.46","1460",,,,,,,,
"1712614907.461",,"1064","1464","1468","1048",,,,
"1712614907.462",,,,,,"1416","1604","1508",
"1712614907.482","1460",,,,,,,,
"1712614907.483",,"1064","1464","1464",,,,,
"1712614907.484",,,,,"1052","1420","1604","1508",
"1712614907.505","1460","1064","1464","1468",,,,,
"1712614907.506",,,,,"1048","1416","1608",,
"1712614907.507",,,,,,,,"1508",
"1712614907.527","1456","1068","1464",,,,,,
"1712614907.528",,,,"1464","1052","1416","1604",,
"1712614907.529",,,,,,,,"1512",
"1712614907.549","1460","1064",,,,,,,
"1712614907.55",,,"1464","1464","1052","1416",,,
"1712614907.551",,,,,,,"1608","1508",
"1712614907.571","1460",,,,,,,,
"1712614907.572",,"1064","1464","1464","1052",,,,
"1712614907.573",,,,,,"1416","1608","1508",
"1712614907.593","1460",,,,,,,,
"1712614907.594",,"1068","1464","1464",,,,,
"1712614907.595",,,,,"1048","1420","1604","1508",
"1712614907.616","1460","1068","1460","1468",,,,,
"1712614907.617",,,,,"1048","1420","1604",,
"1712614907.618",,,,,,,,"1508",
"1712614907.638","1456","1068","1464",,,,,,
"1712614907.639",,,,"1464","1048","1420","1608",,
"1712614907.64",,,,,,,,"1508",
"1712614907.66","1460","1064",,,,,,,
"1712614907.661",,,"1464","1464","1052","1420",,,
"1712614907.662",,,,,,,"1604","1508",
"1712614907.682","1460","1064",,,,,,,
"1712614907.683",,,"1464","1464","1052",,,,
"1712614907.684",,,,,,"1416","1608","1508",
"1712614907.704","1460",,,,,,,,
"1712614907.705",,"1064","1464","1464",,,,,
"1712614907.706",,,,,"1052","1416","1604","1512",
"1712614907.727","1460","1064","1464","1468",,,,,
"1712614907.728",,,,,"1048","1416","1608",,
"1712614907.729",,,,,,,,"1508",
"1712614907.749","1456","1068","1464",,,,,,
"1712614907.75",,,,"1464","1048","1420","1608",,
"1712614907.751",,,,,,,,"1504",
"1712614907.771","1460","1064",,,,,,,
"1712614907.772",,,"1464","1464","1048","1420",,,
"1712614907.773",,,,,,,"1604","1508",
"1712614907.801","1460","1064","1464","1464","1048","1420","1604","1508",
"1712614907.815","1456",,,,,,,,
"1712614907.816",,"1068","1464","1464","1048",,,,
"1712614907.817",,,,,,"1420","1604","1508",
"1712614907.838","1460","1064","1464","1464",,,,,
"1712614907.839",,,,,"1048","1420","1608",,
"1712614907.84",,,,,,,,"1508",
"1712614907.86","1460","1068","1460",,,,,,
"1712614907.861",,,,"1468","1048","1420","1604",,
"1712614907.862",,,,,,,,"1508",
"1712614907.882","1460",,,,,,,,
"1712614907.883",,"1064","1464","1464","1052","1416",,,
"1712614907.884",,,,,,,"1608","1508",
"1712614907.904","1460",,,,,,,,
"1712614907.905",,"1068","1460","1468","1048",,,,
"1712614907.906",,,,,,"1420","1604","1508",
"1712614907.926","1460",,,,,,,,
"1712614907.927",,"1064","1464","1468",,,,,
"1712614907.928",,,,,"1048","1416","1608","1508",
"1712614907.949","1460","1064","1464",,,,,,
"1712614907.95",,,,"1468","1048","1416","1608",,
"1712614907.951",,,,,,,,"1508",
"1712614907.971","1456","1068","1464",,,,,,
"1712614907.972",,,,"1464","1048","1420",,,
"1712614907.973",,,,,,,"1604","1508",
"1712614907.993","1456","1068",,,,,,,
"1712614907.994",,,"1464","1464","1048",,,,
"1712614907.995",,,,,,"1420","1604","1508",
"1712614908.015","1460",,,,,,,,
"1712614908.016",,"1064","1464","1464","1052",,,,
"1712614908.017",,,,,,"1416","1608","1508",
"1712614908.038","1460","1064","1464","1464",,,,,
"1712614908.039",,,,,"1048","1420","1604",,
"1712614908.04",,,,,,,,"1508",
"1712614908.06","1460","1064","1464",,,,,,
"1712614908.061",,,,"1464","1048","1420","1604",,
"1712614908.062",,,,,,,,"1508",
"1712614908.082","1460","1064",,,,,,,
"1712614908.083",,,"1464","1464","1048","1420",,,
"1712614908.084",,,,,,,"1604","1508",
"1712614908.104","1456",,,,,,,,
"1712614908.105",,"1064","1464","1464","1048",,,,
"1712614908.106",,,,,,"1420","1604","1508",
"1712614908.126","1460",,,,,,,,
"1712614908.127",,"1068","1468","1460",,,,,
"1712614908.128",,,,,"1048","1420","1608","1508",
"1712614908.149","1460","1064","1460",,,,,,
"1712614908.15",,,,"1468","1048","1420","1604",,
"1712614908.151",,,,,,,,"1508",
"1712614908.171","1460","1068","1464",,,,,,
"1712614908.172",,,,"1464","1052","1416",,,
"1712614908.173",,,,,,,"1608","1508",
"1712614908.193","1456","1068",,,,,,,
"1712614908.194",,,"1460","1468","1048",,,,
"1712614908.195",,,,,,"1416","1608","1508",
"1712614908.215","1460",,,,,,,,
"1712614908.216",,"1064","1464","1464","1048",,,,
"1712614908.217",,,,,,"1420","1608","1504",
"1712614908.238","1460","1068","1464","1468",,,,,
"1712614908.239",,,,,"1048","1416","1608",,
"1712614908.24",,,,,,,,"1508",
"1712614908.26","1456","1068","1464",,,,,,
"1712614908.261",,,,"1464","1048","1420","1604",,
"1712614908.262",,,,,,,,"1508",
"1712614908.283","1460","1064","1464","1464","1048","1420",,,
"1712614908.284",,,,,,,"1608","1508",
"1712614908.309","1460","1064","1464","1464","1052",,,,
"1712614908.31",,,,,,"1416","1608","1508",
"1712614908.326","1460",,,,,,,,
"1712614908.327",,"1064","1464","1464",,,,,
"1712614908.328",,,,,"1048","1420","1604","1508",
"1712614908.349","1460","1064","1464",,,,,,
"1712614908.35",,,,"1464","1048","1420","1604",,
"1712614908.351",,,,,,,,"1512",
"1712614908.371","1460","1064","1464",,,,,,
"1712614908.372",,,,"1468","1048","1420",,,
"1712614908.373",,,,,,,"1608","1508",
"1712614908.393","1460","1068",,,,,,,
"1712614908.394",,,"1464","1464","1048","1416",,,
"1712614908.395",,,,,,,"1608","1508",
"1712614908.415","1456",,,,,,,,
"1712614908.416",,"1068","1464","1468","1048",,,,
"1712614908.417",,,,,,"1420","1604","1508",
"1712614908.438","1456","1068","1464","1464",,,,,
"1712614908.439",,,,,"1048","1416","1608","1508",
"1712614908.46","1460","1064","1464",,,,,,
"1712614908.461",,,,"1464","1052","1420","1604",,
"1712614908.462",,,,,,,,"1508",
"1712614908.482","1460","1064",,,,,,,
"1712614908.483",,,"1464","1468","1048","1416",,,
"1712614908.484",,,,,,,"1608","1508",
"1712614908.504","1456","1068",,,,,,,
"1712614908.505",,,"1464","1464","1048",,,,
"1712614908.506",,,,,,"1420","1608","1508",
"1712614908.526","1460",,,,,,,,
"1712614908.527",,"1064","1464","1464",,,,,
"1712614908.528",,,,,"1048","1420","1604","1508",
"1712614908.549","1456","1068",,,,,,,
"1712614908.55",,,"1464","1464","1048","1420","1604",,
"1712614908.551",,,,,,,,"1508",
"1712614908.571","1460","1064","1464",,,,,,
"1712614908.572",,,,"1464","1048","1420",,,
"1712614908.573",,,,,,,"1604","1508",
"1712614908.593","1456","1068",,,,,,,
"1712614908.594",,,"1464","1464","1048","1420",,,
"1712614908.595",,,,,,,"1604","1508",
"1712614908.615","1456",,,,,,,,
"1712614908.616",,"1068","1464","1464","1048",,,,
"1712614908.617",,,,,,"1420","1604","1508",
"1712614908.637","1456",,,,,,,,
"1712614908.638",,"1068","1460","1468",,,,,
"1712614908.639",,,,,"1048","1420","1604","1508",
"1712614908.66","1460","1068","1464",,,,,,
"1712614908.661",,,,"1464","1048","1420","1604",,
"1712614908.662",,,,,,,,"1508",
"1712614908.682","1460","1068",,,,,,,
"1712614908.683",,,"1464","1464","1048","1416",,,
"1712614908.684",,,,,,,"1608","1508",
"1712614908.704","1456","1068",,,,,,,
"1712614908.705",,,"1464","1464","1048",,,,
"1712614908.706",,,,,,"1420","1608","1504",
"1712614908.726","1460",,,,,,,,
"1712614908.727",,"1064","1464","1464","1052",,,,
"1712614908.728",,,,,,"1416","1604","1508",
"1712614908.749","1460",,,,,,,,
"1712614908.75",,"1064","1464","1464","1048","1420","1608",,
"1712614908.751",,,,,,,,"1504",
"1712614908.771","1456","1068","1464",,,,,,
"1712614908.772",,,,"1464","1048","1420","1608",,
"1712614908.773",,,,,,,,"1508",
"1712614908.793","1460","1064",,,,,,,
"1712614908.794",,,"1464","1468","1048","1416",,,
"1712614908.795",,,,,,,"1608","1508",
"1712614908.817","1460","1068","1460","1468","1048","1420","1604","1508",
"1712614908.837","1456",,,,,,,,
"1712614908.838",,"1068","1464","1464",,,,,
"1712614908.839",,,,,"1048","1420","1604","1508",
"1712614908.86","1456","1068","1464","1464",,,,,
"1712614908.861",,,,,"1048","1420","1608",,
"1712614908.862",,,,,,,,"1504",
"1712614908.882","1460",,,,,,,,
"1712614908.883",,"1064","1464","1464","1052","1416","1608",,
"1712614908.884",,,,,,,,"1504",
"1712614908.904","1460",,,,,,,,
"1712614908.905",,"1064","1464","1464","1048","1420",,,
"1712614908.906",,,,,,,"1604","1508",
"1712614908.926","1460","1064",,,,,,,
"1712614908.927",,,"1464","1464","1048",,,,
"1712614908.928",,,,,,"1420","1604","1512",
"1712614908.948","1460",,,,,,,,
"1712614908.949",,"1064","1464","1464","1052",,,,
"1712614908.95",,,,,,"1416","1608","1508",
"1712614908.971","1460","1068","1460","1468",,,,,
"1712614908.972",,,,,"1048","1420","1604",,
"1712614908.973",,,,,,,,"1508",
"1712614908.993","1456","1068","1464",,,,,,
"1712614908.994",,,,"1464","1048","1420","1608",,
"1712614908.995",,,,,,,,"1508",
"1712614909.015","1460",,,,,,,,
"1712614909.016",,"1064","1464","1468","1048","1416",,,
"1712614909.017",,,,,,,"1608","1508",
"1712614909.037","1456","1068",,,,,,,
"1712614909.038",,,"1460","1468","1048",,,,
"1712614909.039",,,,,,"1416","1608","1508",
"1712614909.059","1456",,,,,,,,
"1712614909.06",,"1068","1464","1464","1048",,,,
"1712614909.061",,,,,,"1420","1608","1508",
"1712614909.082","1460","1064","1464","1464",,,,,
"1712614909.083",,,,,"1052","1416","1608","1508",
"1712614909.104","1460",,,,,,,,
"1712614909.105",,"1064","1464","1464","1052","1416","1604",,
"1712614909.106",,,,,,,,"1512",
"1712614909.126","1460","1064","1464",,,,,,
"1712614909.127",,,,"1468","1048","1416",,,
"1712614909.128",,,,,,,"1608","1508",
"1712614909.148","1456",,,,,,,,
"1712614909.149",,"1068","1464","1464","1048",,,,
"1712614909.15",,,,,,"1420","1604","1508",
"1712614909.17","1460",,,,,,,,
"1712614909.171",,"1064","1464","1464","1048",,,,
"1712614909.172",,,,,,"1420","1604","1508",
"1712614909.193","1460","1064","1464","1464",,,,,
"1712614909.194",,,,,"1048","1420","1608","1508",
"1712614909.215","1464","1064","1464",,,,,,
"1712614909.216",,,,"1464","1052","1416","1608",,
"1712614909.217",,,,,,,,"1508",
"1712614909.237","1460","1064","1464",,,,,,
"1712614909.238",,,,"1468","1044","1420",,,
"1712614909.239",,,,,,,"1608","1508",
"1712614909.259","1460","1064",,,,,,,
"1712614909.26",,,"1464","1468","1048","1420",,,
"1712614909.261",,,,,,,"1604","1508",
"1712614909.281","1460",,,,,,,,
"1712614909.282",,"1064","1464",,,,,,
"1712614909.283",,,,"1464","1048","1420","1604","1508",
"1712614909.304","1456","1068","1464","1464",,,,,
"1712614909.305",,,,,"1048","1420","1604","1508",
"1712614909.326","1460","1064",,,,,,,
"1712614909.327",,,"1464","1464","1048","1420","1608",,
"1712614909.328",,,,,,,,"1504",
"1712614909.349","1460","1064","1464","1464","1052","1420",,,
"1712614909.35",,,,,,,"1604","1508",
"1712614909.37","1460",,,,,,,,
"1712614909.371",,"1068","1460","1468","1048","1420",,,
"1712614909.372",,,,,,,"1604","1508",
"1712614909.392","1460",,,,,,,,
"1712614909.393",,"1068","1460","1468","1048",,,,
"1712614909.394",,,,,,"1420","1604","1508",
"1712614909.415","1460","1068","1460","1468",,,,,
"1712614909.416",,,,,"1048","1416","1608","1508",
"1712614909.437","1464","1064",,,,,,,
"1712614909.438",,,"1468","1460","1048","1420","1608",,
"1712614909.439",,,,,,,,"1508",
"1712614909.459","1460",,,,,,,,
"1712614909.46",,"1068","1460","1468","1048","1416",,,
"1712614909.461",,,,,,,"1608","1508",
"1712614909.481","1460",,,,,,,,
"1712614909.482",,"1068","1460","1468","1048","1416",,,
"1712614909.483",,,,,,,"1608","1508",
"1712614909.503","1456",,,,,,,,
"1712614909.504",,"1068","1460","1468","1048",,,,
"1712614909.505",,,,,,"1416","1608","1508",
"1712614909.525","1460",,,,,,,,
"1712614909.526",,"1068","1460","1468",,,,,
"1712614909.527",,,,,"1048","1416","1608","1508",
"1712614909.548","1456","1068","1464",,,,,,
"1712614909.549",,,,"1464","1048","1416","1608",,
"1712614909.55",,,,,,,,"1508",
"1712614909.57","1456",,,,,,,,
"1712614909.571",,"1068","1460","1468","1048","1416",,,
"1712614909.572",,,,,,,"1608","1508",
"1712614909.593","1460","1064","1464","1464","1048","1420",,,
"1712614909.594",,,,,,,"1604","1508",
"1712614909.615","1464","1064","1460","1468",,,,,
"1712614909.616",,,,,"1048","1416","1608","1504",
"1712614909.637","1460","1068","1460","1468",,,,,
"1712614909.638",,,,,"1048","1416","1608","1508",
"1712614909.659","1460","1064","1464",,,,,,
"1712614909.66",,,,"1464","1048","1420","1604",,
"1712614909.661",,,,,,,,"1508",
"1712614909.682","1460","1068","1464","1464","1048","1420",,,
"1712614909.683",,,,,,,"1604","1508",
"1712614909.703","1460","1068",,,,,,,
"1712614909.704",,,"1460","1468","1048","1416",,,
"1712614909.705",,,,,,,"1608","1508",
